LNR,RESPONSE
1754,0.057285134164239256
1770,0.011345680691062445
1465,0.016656581886940868
1470,0.004213798799066788
1478,0.02338123369478658
1782,0.10379490178735269
1485,0.009346618417494188
1519,0.006078820039634676
1835,0.03448219676868432
1522,0.014033347297764322
1539,0.018020576756204065
1853,0.017637025612856197
1856,0.02263189105546521
2502,0.01812826450660377
2182,0.010527553076586288
2191,0.009758081011898076
2522,0.0023013068476031547
2530,0.005002447858054298
2215,0.010963289884414446
2550,0.013321705593390784
2570,0.013183119490747386
2574,0.03489707954332436
2579,0.0034951496058580655
2247,0.03621150426202535
2674,0.016171801659758643
11434,0.013273438440292478
11122,0.030624800864176186
11127,0.08731989760452946
11443,0.025423464520627614
11170,0.019158417249370768
11191,0.025350372621089502
11198,0.003917881284461108
10936,0.01753644682470271
11244,0.008231330225809673
11247,0.031114613825540895
11252,0.02360295810923515
11259,0.019158417249370768
10945,0.020426242936270225
10951,0.06778636283055119
11271,0.013074220489591188
10963,0.05996199157104325
11282,0.026147884134984048
11291,0.024702830387123238
10980,0.013324993314398811
10994,0.01209296247427456
10998,0.019158417249370768
11303,0.03569928656562795
11630,0.0030547609791217152
11636,0.023686386069139913
11949,0.01757551563034785
11950,0.009462034092054539
11956,0.005190291900084994
11648,0.019158417249370768
11653,0.019018132121298624
11967,0.015094905833866147
11972,0.10816675755455299
11975,0.04316298005809663
12110,0.013995133853701235
12113,0.09847432421744816
11712,0.0029526593598322845
11716,0.01753644682470271
12000,0.011810957838102567
11722,0.003579283455288957
12023,0.019158417249370768
12046,0.027957344969404066
11762,0.019158417249370768
12071,0.02289980482442251
12077,0.022907216746458858
11785,0.024714805525863078
11788,0.005245174732298696
11790,0.012024283200316193
11800,0.011903422387340868
11806,0.014416340854844032
11816,0.08199089246369565
11505,0.010617021696622386
11837,0.0025286994843306014
11531,0.017211491807404184
11848,0.007999252198164589
11854,0.0050830025064025775
11877,0.022030287679998133
11563,0.07714053112861737
11567,0.038866819985509914
11894,0.01860659377264926
11906,0.008256541058796888
11917,0.019158417249370768
11610,0.019158417249370768
11923,0.014671627895589658
12596,0.027998895720369055
12603,0.09684270331110843
12608,0.01724800771763483
12633,0.044290338483574235
12637,0.013735634830759954
21484,0.019158417249370768
21184,0.01588461883635843
21247,0.05697447135346583
20991,0.013790169197181651
21018,0.06070605839454569
21019,0.005752182372055989
21047,0.05505922349042273
21054,0.036741730387597434
21374,0.01756431899404879
21392,0.050126331625708585
21713,0.012249259183411229
22019,0.030650776195314953
22025,0.0068256878666361764
21722,0.016435362947144604
21728,0.020697908426047226
22039,0.019158417249370768
22044,0.026848435040280703
61900,0.009720923676204763
62548,0.014091814061456058
63176,0.01213602750357081
64473,0.028777358353771175
64779,0.014020865860665048
64780,0.06652512682177558
64784,0.01672018085471737
65105,0.019158417249370768
65431,0.00842354082862177
65433,0.03362419970241997
66055,0.01719939677485606
66071,0.019158417249370768
61280,0.018649908322418158
61281,0.01876028440561108
61284,0.038762358491835645
61597,0.003437619527750053
61606,0.019417709583481813
62235,0.05842869160075541
62240,0.001673092424028819
62241,0.012269441809812834
62555,0.0030477949149373624
62557,0.018576493978474204
62565,0.029821565160823495
62566,0.017492862023561546
63515,0.001506244538645721
63524,0.0159494153873414
64797,0.017878068134282072
65116,0.01753644682470271
75249,0.007978089421988755
75253,0.06207324044829264
75575,0.01753644682470271
76212,0.005111343721594749
71422,0.043607344832821644
72059,0.026285452704481564
72060,0.008472393894523431
72383,0.019295383877467938
72386,0.02696709653087522
72700,0.007949573464414645
72715,0.009244851506747292
73028,0.007068949243633822
73346,0.012366932061479586
73658,0.006512150778081722
73662,0.019205242556722395
73666,0.018576493978474204
73668,0.01764233995817008
73985,0.011016312231310416
74299,0.02923329979280101
74310,0.02373617736195023
74312,0.01756437874479311
74619,0.04245644130430455
74620,0.033539423862849624
74627,0.013979278307488735
74938,0.06814299077946137
74952,0.004897267501528613
75911,0.0053174061007112946
75913,0.07810145699422565
76221,0.009987977092201202
76227,0.02394496219610023
71448,0.02910095663227708
15887,0.01683148238534893
15498,0.03553153204886729
15504,0.015660779868411554
15507,0.012740009381439764
15521,0.01976417195247994
24403,0.01243522259542489
24100,0.009811103903104391
24436,0.051085680973982646
24440,0.024886233355470366
24442,0.01753644682470271
24148,0.006119754936946583
24149,0.041732035212413816
24155,0.010088871376914202
24458,0.07420209189406766
24169,0.008527196841286293
24477,0.002833807301681602
24479,0.043072708236383386
24486,0.014606360360393773
24190,0.013747052701497772
24515,0.009037258028063546
24214,0.07345977655474448
25183,0.019158417249370768
25207,0.017430481194529564
24889,0.018177661909913344
24890,0.02099553355202081
25226,0.020077644891342485
25232,0.01922161192272975
25244,0.022037124386964792
25339,0.008169301837037762
25355,0.00970490661517057
24958,0.08015087333626213
25277,0.009611961664016674
25286,0.02032759114737819
24988,0.019158417249370768
25298,0.0048985162407783195
25309,0.002731281635582033
25315,0.003019826835151035
25014,0.01753644682470271
25322,0.01851525070453556
25333,0.01762047005398877
25025,0.01753644682470271
24726,0.020583486263773876
24735,0.019158417249370768
25055,0.005660391493913863
25056,0.0037252475737123165
24746,0.01890158741524628
25061,0.0619721167768275
25067,0.00527646130067459
25074,0.005139509135613212
24773,0.14500215425496635
25080,0.019158417249370768
25086,0.07731576105109422
25088,0.025754066875287758
24777,0.010705310751684299
24796,0.011850394595387025
25104,0.17337260870065355
24806,0.0077289835952860896
25118,0.012418582492748196
24822,0.01753644682470271
82811,0.011832680916244004
83449,0.007828870875059101
83459,0.019158417249370768
83770,0.019158417249370768
84091,0.016960899495604843
84096,0.014657875912459607
84737,0.020203299124027862
85048,0.019158417249370768
85049,0.00528698882251437
85051,0.006546901012716483
85369,0.0694025384440263
85374,0.024973741514399576
85380,0.003759295006156157
82190,0.01719880265724476
82505,0.018526050180325094
82515,0.013325128625234696
82517,0.01825990414537774
82821,0.019404365089100747
83140,0.021137972562804377
788,0.016326403261268458
1102,0.003787870997747716
1109,0.026706303196846113
821,0.00522376263665087
829,0.009173888620043685
837,0.019592727285760524
845,0.020237664986782495
1163,0.013574667701961668
861,0.019158417249370768
899,0.017857399533111086
1207,0.015601684057928816
906,0.1699602813788058
1221,0.004170897769778422
1545,0.0038588142837875455
1546,0.029708930233158282
1555,0.007681783372334387
1556,0.006857281986590753
1879,0.010146122298072265
1885,0.12267028869945708
1593,0.0054667529215089525
1902,0.0038190611693846178
1611,0.17173239351108846
1921,0.025076488762036723
1927,0.011618678690299181
1651,0.042582408206142376
1978,0.0033188790822162237
1718,0.008484646454314012
1722,0.007235911289527297
1734,0.003581375702232827
41705,0.04135552455588711
41711,0.019158417249370768
41712,0.005488595505606638
42029,0.015924978813305433
42347,0.023829126093465394
42352,0.005463829253871344
42353,0.035658926950635765
42671,0.004198428042764652
42987,0.0067230256059053065
43310,0.0018317027339330386
43627,0.02364725112759988
43629,0.04144906681980688
43945,0.020237664986782495
43953,0.0356280018220076
43954,0.016904533158583618
43961,0.044570431798627345
44280,0.004468986249699928
44917,0.012676134587443133
44924,0.00920804321738123
44927,0.013637965441287177
45244,0.022381991650293084
45570,0.021831539129259683
45584,0.0033453744815723067
41721,0.03207102549196965
41739,0.019158417249370768
42054,0.010868965434401873
42369,0.010052670174423918
42689,0.012094894852003204
43019,0.017582613359822728
43331,0.018844345580558492
51328,0.014464371309249463
51644,0.007571585088104015
51653,0.012795059377213197
51969,0.26487428955176784
52308,0.041244432222849306
52310,0.16778535706422043
52626,0.024844144447301486
52638,0.0507387856057534
52940,0.00832267410151323
52954,0.019809152271913984
55194,0.0188499995964842
55196,0.07519541731476885
55526,0.019158417249370768
55847,0.012444740909373055
55848,0.01753644682470271
51024,0.019158417249370768
51031,0.021909695443530643
51342,0.06321040632743274
51348,0.018095785221551978
51666,0.014249315536270294
51674,0.035837808164694035
51680,0.29848120582398746
52331,0.020003376594922823
53302,0.019158417249370768
82163,0.006853847190871226
82481,0.00314355204094631
82498,0.014601562925886125
55852,0.019158417249370768
55858,0.009371367574417007
55859,0.0514613109526591
51037,0.019158417249370768
51039,0.026526327593502368
51683,0.006286859863773885
51685,0.005550728911939102
51695,0.012839551804433856
51702,0.02779740899348318
52343,0.016561802756823077
52353,0.019158417249370768
53314,0.019158417249370768
53322,0.01881511463144732
53950,0.007144662275057108
54597,0.056302916178526854
54925,0.052531599592190156
55245,0.040769459595279604
55558,0.018576493978474204
55882,0.011309588128510713
51384,0.04756921618910394
51703,0.023854310789557548
51706,0.018475604984388685
51711,0.015307442340835621
52041,0.015583603055685994
52047,0.018823508378301365
52369,0.018782858965300738
52689,0.024875610660676572
53331,0.01319714744221191
53341,0.019944654399254372
63455,0.025782123573893666
63780,0.1052822567827428
63783,0.019158417249370768
64096,0.010531284692463996
64104,0.025693283456294045
64109,0.00454737972507297
64422,0.034175931630688355
65391,0.01753644682470271
65705,0.024514386386724478
65709,0.017441558287138975
61568,0.020870519138592256
62203,0.020359784247460308
62850,0.015449851366737013
62851,0.012142416282718109
63164,0.004843960131147474
63491,0.050883632686173644
63796,0.0042472804595301405
63799,0.018522370022913445
63802,0.026289147356501855
63812,0.018526050180325094
64127,0.020210825610936116
64449,0.035727495883624776
64771,0.006232106858729853
65082,0.019158417249370768
65399,0.009082152587290991
66039,0.019158417249370768
66048,0.024960305782180378
71758,0.015820076067873723
72077,0.019158417249370768
72087,0.019158417249370768
72405,0.015296667207032015
72723,0.0034792077433334727
72735,0.007183712673793013
73046,0.04260021181253944
73682,0.007083023819425925
73694,0.005244748006593101
73696,0.013871150572691764
74317,0.137241215275969
74974,0.020352284344267023
75286,0.01058508514345451
75605,0.04400943269120908
75612,0.019158417249370768
75929,0.020237664986782495
76239,0.014624767061650227
71471,0.04639399005805249
71776,0.053908325110800084
71779,0.01753644682470271
72112,0.0677944423288495
72417,0.011202507576803031
72420,0.003942839179518068
72425,0.024334588345570406
73073,0.022096737133526723
73393,0.00894704480947218
73714,0.00253442817970063
74337,0.07484516865575164
74347,0.006046646998256287
74354,0.010369291204961084
74666,0.013417769114932055
74667,0.019158417249370768
74990,0.01851041483340551
75949,0.01935160196042818
75952,0.009693979195302752
71486,0.022814842529152973
71805,0.05696843529250613
71813,0.011290412472941623
72130,0.004974992772965325
72437,0.013277785675237855
82469,0.01753644682470271
82788,0.002642023571388959
82793,0.019158417249370768
83111,0.020870519138592256
83113,0.02065301829616417
83420,0.02928556729971874
83425,0.010551137639622989
83428,0.01753644682470271
83433,0.016736001118870546
83759,0.004310714684849965
84381,0.019320694407115032
84709,0.021506715424096625
85024,0.004934051733494691
85026,0.01755062389223652
85671,0.0034904671863627014
35158,0.03791423565673854
34851,0.016927561837097347
34853,0.011865017131650871
34859,0.024922325241237452
35162,0.02076147096194794
35165,0.019158417249370768
34865,0.018995721014627726
34877,0.005231296425281523
34898,0.018375823292481927
35203,0.02196709689935298
34902,0.021964392111096527
34907,0.026453955489883475
34930,0.009071791023385482
34939,0.009361031605619522
35249,0.011592913168563496
35561,0.00913887822866646
35568,0.019158417249370768
35572,0.010747543562137063
35574,0.019158417249370768
35575,0.004628389454490537
35889,0.01753644682470271
35583,0.008445699934834483
35587,0.013332125459735451
35597,0.0630846745190074
35900,0.018134428128537782
35602,0.036372272843792054
35606,0.0099258584045868
35922,0.008061740923272777
35936,0.01841640729227202
41020,0.012979991657831386
41028,0.012444846149807919
41344,0.017554212311015848
41666,0.02342353021064261
42319,0.021224511326660776
42634,0.01753644682470271
42944,0.045376037655167054
42952,0.13773871438355717
42954,0.012400041447993804
43274,0.01516931709128934
43582,0.01753644682470271
43590,0.011498804165327751
43594,0.12113572635325337
43909,0.012325374972770338
43917,0.014924293164691798
44561,0.017209141853136906
45202,0.007123933159390483
45210,0.004147326666784358
41684,0.010362194734324865
41691,0.057186907427783464
42333,0.01627612241077669
42660,0.015802687491702664
42963,0.051391202295827575
42979,0.003638875714168308
43287,0.009784358140333994
44582,0.01753644682470271
45233,0.029611898385647217
45544,0.010308530612019225
45550,0.011011681120046973
40729,0.00421237887397117
41379,0.018576493978474204
41395,0.012156433862916665
4332,0.06365202651709785
4346,0.017747724102082224
4044,0.027102460410159106
5031,0.003076891908742721
5033,0.023348472258048703
5057,0.01760258288466833
4737,0.025475606932224504
5067,0.011324365883376358
4757,0.017541485078415023
4758,0.019158417249370768
4762,0.016141186288783718
4780,0.019158417249370768
5183,0.038663555663691195
5191,0.0159906141712007
5198,0.019158417249370768
4802,0.010841298810581951
5126,0.01753644682470271
5132,0.01510746409070208
4830,0.00288312768373616
5154,0.033341272371311265
4854,0.019158417249370768
4861,0.012648366690301154
5180,0.008506516380732918
4574,0.011281621472895655
4896,0.00669710693260255
4592,0.02589678256748824
4599,0.004550451122502855
4914,0.004754829852060142
4604,0.01792387083085368
4932,0.1876455759254759
4623,0.02461354432878262
4633,0.02189222608710278
4636,0.009120921688112255
4944,0.025211407326047715
4949,0.01759438734572264
4644,0.019158417249370768
4977,0.008554681679438875
4674,0.019158417249370768
4986,0.05414258539570531
4683,0.05627877194245286
4686,0.04897850461813939
4691,0.008892094149432086
4700,0.004190698270792714
5018,0.13345468919791464
5341,0.022255779702115713
5646,0.005646101809334461
5647,0.01753644682470271
5649,0.016730560802486517
5661,0.009323085779822994
5671,0.02673745107982283
5677,0.05004874244561756
5375,0.06359967678978616
5396,0.01753644682470271
5410,0.01201240248586349
5411,0.016341940580876593
5714,0.04782787957916622
5427,0.003347034323319616
5436,0.05779360772592808
5725,0.008104849810707773
5733,0.030102680368135695
5454,0.05036644085599501
10241,0.024140490721053832
10566,0.005959963177915766
10579,0.054342082900873334
929,0.003134434429576708
935,0.0058293574557148385
1261,0.004007457898317312
951,0.018017876640711677
952,0.019158417249370768
955,0.03163856854832936
1295,0.012275801537979886
966,0.004417799857372425
974,0.008232442906632649
1305,0.028543462279139144
995,0.017654175179328126
998,0.02454796176946317
1403,0.0026959432755314654
1001,0.007496753917820603
1009,0.02114905407971621
1338,0.006694128979336197
1029,0.019158417249370768
1053,0.009727000033531597
1062,0.012316056965486242
1067,0.0674319995204046
1071,0.005789857367908399
9957,0.0037197698463293785
9960,0.08397264772953708
9671,0.019158417249370768
9680,0.05533329123384569
9982,0.005476002721010668
9700,0.016870691676900692
9712,0.020237664986782495
10023,0.012592126266337851
10042,0.6514855781380242
10043,0.020291932678971857
10048,0.01486002848845295
10049,0.01826939248831513
10054,0.005372736545481768
10057,0.08770522537664856
10388,0.012629578942061563
10396,0.018723647740101632
10700,0.04142376087705041
10716,0.019158417249370768
10418,0.01303634745131683
10730,0.010903478864192408
10733,0.04324883190899944
10429,0.0037536082510492676
10844,0.0238007711014807
10856,0.037457731638821094
10448,0.015022875938788613
10451,0.010325279519350227
10458,0.043041602553739323
10743,0.01821362967529964
10753,0.007112798076429804
10756,0.014580042672684833
10465,0.004970028091817115
10488,0.1739622364189897
10490,0.009344699111761246
10495,0.01753644682470271
10510,0.010098702335506532
10818,0.01836293696135752
10531,0.013604335377991614
10823,0.013069414749593696
10544,0.006834923179021529
10553,0.016441613608245944
31437,0.01284357891610989
31442,0.01654233369567437
31451,0.03366489992997497
31453,0.009208601022794997
31143,0.009909292963453588
31146,0.049613077231311684
31149,0.019158417249370768
31460,0.0813157756077972
31466,0.009380803958583964
31472,0.01753644682470271
31788,0.01002292004492296
32113,0.019158417249370768
31807,0.0029518908453916373
32122,0.010995321808614426
32127,0.008245576257513558
31820,0.011184809111316071
31832,0.019158417249370768
32267,0.06866692583582326
31860,0.007273778841942147
31873,0.005174961373925346
32168,0.01948394774300779
32177,0.019158417249370768
31882,0.0188499995964842
31896,0.007955556456517573
31910,0.01569597493275918
32211,0.04715729230032077
32232,0.015669265850733322
31943,0.019158417249370768
31950,0.008437053575793777
32243,0.02141475858410462
31966,0.11086504396827808
31976,0.004186504111935649
31666,0.004741768006921204
31674,0.010817755292712523
31989,0.02590653890832839
31990,0.005994133304029914
31991,0.009194466295736134
31997,0.012042388956083498
31692,0.019158417249370768
31719,0.008853665141666222
31723,0.018327695396334952
32039,0.11160578875175672
32042,0.014517686499455087
31739,0.01753644682470271
32061,0.01565703300299721
32062,0.010937079927616711
44333,0.020936195326201973
44656,0.022388991705885306
44658,0.019823335831073454
44976,0.0035260071658722502
44990,0.019158417249370768
45312,0.014615261045599013
45644,0.04337060471954091
41146,0.019158417249370768
41459,0.014071148171835276
41462,0.013754767707675095
41787,0.010282121278274351
42422,0.03855499395063745
42743,0.017289172746266755
43076,0.017999423333511226
44350,0.007391006570451781
44353,0.012473948873029444
44356,0.02420700501715488
25163,0.01753644682470271
25490,0.010150850350729065
25811,0.019158417249370768
25501,0.020870519138592256
25502,0.031089672747366785
25505,0.03695444705325818
25835,0.005106341978591931
25966,0.019759738051983736
25973,0.013850046408409545
25570,0.1344082537362278
25862,0.034977713459247245
25871,0.011024984756820465
25877,0.01382160486120298
34738,0.00447280315911015
34445,0.018530654942504454
34447,0.02668737023995112
34754,0.01753644682470271
34764,0.00826597367823792
34772,0.06836010042098535
